Course Code,Course Title,Broad Subject,Setting,Credentials Authorizing Course,Notes
9317,International Baccalaureate Middle Years Programme (IB MYP) Physical Education,Physical Education,General Education,Full Authorization:Single Subject: Physical EducationLimited Authorization:Supplementary Auth: Physical EducationIntro Supplementary Auth: Introductory Physical Education,
9320,Science (Departmentalized K-6),Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: Physics; Foundational- Level General ScienceLimited Authorization:Supplementary Auth: ScienceIntro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9321,Earth and Space Sciences,Science,General Education,Full Authorization:Single Subject: Science: Geosciences; Science: PhysicsSpecific Supplementary Auth: Geosciences; PhysicsSpecific Subject Matter Auth: Geosciences; Physics,
9322,Life Sciences,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: Physics; Foundational- Level General ScienceSpecific Supplementary Auth: Biological ScienceLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9323,Physical sciences,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: Physics; Foundational-Level General ScienceLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9324,Biology,Science,General Education,Full Authorization:Single Subject: Science: Biological SciencesSpecific Supplementary Auth: Biological ScienceSpecific Subject Matter Auth: Biological ScienceLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9325,Chemistry,Science,General Education,Full Authorization:Single Subject: Science: ChemistrySpecific Supplementary Auth: ChemistrySpecific Subject Matter Auth: Chemistry,
9326,Physics,Science,General Education,Full Authorization:Single Subject: Science: PhysicsSpecific Supplementary Auth: PhysicsSpecific Subject Matter Auth: Physics,
9327,Integrated Science I,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: PhysicsLimited Authorization:Single Subject: Foundational- Level General Science*Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,*Foundational- Level General Science is limited to grades K-8
9328,Integrated Science II,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: PhysicsLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,"If course is in grades K-8, then Foundational- Level General Science is acceptable and users can determine any resulting exceptions as Appropriate Assignments"
9329,Integrated Science III,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: PhysicsLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,"If course is in grades K-8, then Foundational- Level General Science is acceptable and users can determine any resulting exceptions as Appropriate Assignments"
9330,Integrated Science IV,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: PhysicsLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,"If course is in grades K-8, then Foundational- Level General Science is acceptable and users can determine any resulting exceptions as Appropriate Assignments"
9331,The Living Earth (3-course model),Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Life Science,Refer to this webpage for details related to alternative authorizations for this course
9332,Chemistry in the Earth System (3-course model),Science,General Education,Full Authorization:Single Subject: Science: Chemistry; Physical Science,Refer to this webpage for details related to alternative authorizations for this course
9333,Physics of the Universe (3-course model),Science,General Education,Full Authorization:Single Subject: Science: Physics; Physical Science,Refer to this webpage for details related to alternative authorizations for this course
9334,Aerospace education,Science,General Education,Full Authorization:Single Subject: Science: Physics; Industrial and Technology EducationLimited Authorization:Supplementary Auth: Industrial ArtsIntro Supplementary Auth: Introductory Industrial Arts,
9335,Anatomy and Physiology,Science,General Education,Full Authorization:Single Subject: Science: Biological SciencesSpecific Supplementary Auth: Biological Science,
9336,Astronomy,Science,General Education,Full Authorization:Science: GeosciencesSpecific Subject Matter Auth: Geosciences,
9337,Aviation education,Special Subjects,Designated Subjects,Full Authorization:Designated Subjects Special Subjects Teaching Credential: Aviation Flight Instruction; Aviation Ground Instruction,
9338,Botany,Science,General Education,Full Authorization:Single Subject: Science: Biological SciencesSpecific Subject Matter Auth: Plant Science,
9339,Environmental Studies,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: PhysicsLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9340,Geology,Science,General Education,Full Authorization:Single Subject: Science: Geosciences,
9341,Marine Science,Science,General Education,"Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry, Science: Geosciences; Science: PhysicsSpecific Supplementary Auth: Biological ScienceLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science",
9342,Meteorology,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: PhysicsLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9343,Zoology,Science,General Education,Full Authorization:Single Subject: Science: Biological SciencesSpecific Supplementary Auth: Animal Science,
9344,Advanced Placement (AP) Physics 2:  Algebra-based,Science,General Education,Full Authorization:Single Subject: Science: PhysicsSpecific Supplementary Auth: PhysicsSpecific Subject Matter Auth: Physics,
9345,Advanced Placement (AP) Physics 1:  Algebra-based,Science,General Education,Full Authorization:Single Subject: Science: PhysicsSpecific Supplementary Auth: PhysicsSpecific Subject Matter Auth: Physics,
9346,Advanced Placement (AP) Environmental science,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: PhysicsLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9347,Advanced Placement (AP) Physics C: Electricity and Magnetism,Science,General Education,Full Authorization:Single Subject: Science: PhysicsSpecific Supplementary Auth: PhysicsSpecific Subject Matter Auth: Physics,
9348,Advanced Placement (AP) Physics C: Mechanics,Science,General Education,Full Authorization:Single Subject: Science: PhysicsSpecific Supplementary Auth: PhysicsSpecific Subject Matter Auth: Physics,
9349,Advanced Placement (AP) Chemistry,Science,General Education,Full Authorization:Single Subject: Science: ChemistrySpecific Supplementary Auth: ChemistrySpecific Subject Matter Auth: Chemistry,
9350,Advanced Placement (AP) Biology,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences,
9351,International Baccalaureate (IB) Sports Exercise and Health Science,Health Science,General Education,Full Authorization:Single Subject: Health Science; Science: Biological Sciences; Science: ChemistrySpecialist Instruction in Health ScienceLimited Authorization:Supplementary Auth: Health ScienceIntro Supplementary Auth: Introductory Health Science,Monitoring authorities advised to review course content. Authorization required for assignment is determined by the primary course content.
9352,International Baccalaureate (IB) Design technology,Industrial and Technology Education,General Education,Full Authorization:Single Subject: Industrial and Technology EducationLimited Authorization:Supplementary Auth: Industrial ArtsIntro Supplementary Auth: Introductory Industrial Arts,
9353,"International Baccalaureate Middle Years Programme (IB MYP) Science (biology, chemistry, or physics)",Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: PhysicsSpecific Supplementary Auth: Chemistry; PhysicsSpecific Subject Matter Auth: Biological Sciences; Chemistry; Physics,
9354,International Baccalaureate (IB) Environmental Systems and Societies,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: PhysicsLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9355,International Baccalaureate (IB)  Physics,Science,General Education,Full Authorization:Single Subject: Science: PhysicsSpecific Supplementary Auth: PhysicsSpecific Subject Matter Auth: Physics,
9356,International Baccalaureate (IB) Chemistry,Science,General Education,Full Authorization:Single Subject: Science: ChemistrySpecific Supplementary Auth: ChemistrySpecific Subject Matter Auth: Chemistry,
9357,International Baccalaureate (IB) Biology,Science,General Education,Full Authorization:Single Subject: Science: Biological SciencesSpecific Supplementary Auth: Biological Science*Specific Subject Matter Auth: Biological Science*,
9358,College Credit Course - Science,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: PhysicsLimited Authorization:Supplementary Auth: Science,
9359,Forensic Science,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: Geosciences; Science: PhysicsLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9360,Pre-AP Biology,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences,
9361,Advanced Placement (AP) African American Studies,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9362,Advanced Placement (AP) Pre-Calculus,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9370,Safety education,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9371,Driver Training - behind the wheel,Driver Education,Designated Subjects,Full Authorization:Designated Subjects Special Subjects Credential: Driver Education and Driver Training,
9372,Driver Education,Driver Education,Designated Subjects,Full Authorization:Designated Subjects Special Subjects Credential: Driver Education and Driver Training; Limited Driver Training,
9373,Leadership/ Military science,ROTC,Designated Subjects,,Will always produce exception in CalSAAS
9374,Junior Reserve Officers Training Corps (JROTC),ROTC,Designated Subjects,Full Authorization:Designated Subjects - Special Subjects: ROTC; Basic Military Drill,
9380,Media Arts (Departmentalized K-8),Media Arts,General Education,Full Authorization:Single Subject: ArtSpecific Supplementary Auth: Graphic ArtsLimited Authorization:Supplementary Auth: ArtIntro Supplementary Auth: Introductory ArtIntro Subject Matter Auth: Introductory Art,
9381-01,Media Arts - Introduction,Media Arts,General Education,Full Authorization:Single Subject: ArtSpecific Supplementary Auth: Graphic ArtsLimited Authorization:Supplementary Auth: ArtIntro Supplementary Auth: Introductory ArtIntro Subject Matter Auth: Introductory Art,
9381-02,Media Arts - Digital Imaging,Media Arts,General Education,Full Authorization:Single Subject: ArtSpecific Supplementary Auth: Graphic ArtsLimited Authorization:Supplementary Auth: ArtIntro Supplementary Auth: Introductory ArtIntro Subject Matter Auth: Introductory Art,
9381-03,Media Arts - Interactive Design,Media Arts,General Education,Full Authorization:Single Subject: ArtSpecific Supplementary Auth: Graphic ArtsLimited Authorization:Supplementary Auth: ArtIntro Supplementary Auth: Introductory ArtIntro Subject Matter Auth: Introductory Art,
9381-04,Media Arts - Interactive Game Design,Media Arts,General Education,Full Authorization:Single Subject: Mathematics; Industrial and Technology Education; ArtLimited Authorization:Supplementary Auth: Industrial Arts; ArtIntro Supplementary Auth: Introductory Art; Introductory Industrial ArtsIntro Subject Matter Auth: Introductory Art,
9381-05,Media Arts - Web Design,Media Arts,General Education,Full Authorization:Single Subject: Mathematics; Industrial and Technology Education; ArtLimited Authorization:Supplementary Auth: Industrial Arts; ArtIntro Supplementary Auth: Introductory Art; Introductory Industrial ArtsIntro Subject Matter Auth: Introductory Art,
9381-06,Media Arts - Moving Image,Media Arts,General Education,Full Authorization:Single Subject: English; Art; Industrial and Technology EducationLimited Authorization:Supplementary Auth: Industrial ArtsIntro Supplementary Auth: Introductory Industrial Arts,
9381-07,Media Arts - Moving Image Animation,Media Arts,General Education,Full Authorization:Single Subject: English; Art; Industrial and Technology EducationLimited Authorization:Supplementary Auth: Industrial ArtsIntro Supplementary Auth: Introductory Industrial Arts,
9381-08,Media Arts - Digital Sound Design,Media Arts,General Education,Full Authorization:Single Subject: Industrial and Technology EducationLimited Authorization:Supplementary Auth: Industrial ArtsIntro Supplementary Auth: Introductory Industrial Arts,
9381-09,Media Arts - Virtual Design,Media Arts,General Education,Full Authorization:Single Subject: Mathematics; Industrial and Technology Education; ArtLimited Authorization:Supplementary Auth: Industrial Arts; ArtIntro Supplementary Auth: Introductory Industrial Arts; Introductory ArtIntro Subject Matter Auth: Introductory Art,
9381-10,Media Arts - Multimedia Design,Media Arts,General Education,Full Authorization:Single Subject: Mathematics; Industrial and Technology Education; ArtLimited Authorization:Supplementary Auth: Industrial Arts; ArtIntro Supplementary Auth: Introductory Industrial Arts; Introductory ArtIntro Subject Matter Auth: Introductory Art,
9381-11,Media Arts - Intermedia Design,Media Arts,General Education,Full Authorization:Single Subject: Mathematics; Industrial and Technology Education; ArtLimited Authorization:Supplementary Auth: Industrial Arts; ArtIntro Supplementary Auth: Introductory Industrial Arts; Introductory ArtIntro Subject Matter Auth: Introductory Art,
9381-12,Media Arts - Media Arts Theory,Media Arts,General Education,Full Authorization:Single Subject: ArtSpecific Supplementary Auth: Graphic ArtsLimited Authorization:Supplementary Auth: ArtIntro Supplementary Auth: Introductory ArtIntro Subject Matter Auth: Introductory Art,
9381-N/A,Media Arts - Multiple or Not Applicable,Media Arts,General Education,Full Authorization:Single Subject: ArtSpecific Supplementary Auth: Graphic ArtsLimited Authorization:Supplementary Auth: ArtIntro Supplementary Auth: Introductory ArtIntro Subject Matter Auth: Introductory Art,
9382,International Baccalaureate Middle Years Programme (IB MYP) Media,Art,General Education,Full Authorization:Single Subject: ArtSpecific Supplementary Auth: Graphic ArtsLimited Authorization:Supplementary Auth: ArtIntro Supplementary Auth: Introductory ArtIntro Subject Matter Auth: Introductory Art,
9400-01,Agriculture (Non-Career Technical Education) - Agricultural management,Agriculture,General Education,Full Authorization:Single Subject: AgricultureSpecialist Instruction Credential: AgricultureLimited Authorization:Supplementary Auth: AgricultureIntro Supplementary Auth: Introductory Agriculture,
9400-02,Agriculture (Non-Career Technical Education) - Agricultural mechanics,Agriculture,General Education,Full Authorization:Single Subject: AgricultureSpecific Supplementary Auth: Agricultural MechanicsSpecialist Instruction Credential: AgricultureLimited Authorization:Supplementary Auth: AgricultureIntro Supplementary Auth: Introductory Agriculture,
9400-03,Agriculture (Non-Career Technical Education) - Agricultural science,Agriculture,General Education,Full Authorization:Single Subject: AgricultureSpecialist Instruction Credential: AgricultureLimited Authorization:Supplementary Auth: AgricultureIntro Supplementary Auth: Introductory Agriculture,
9400-04,Agriculture (Non-Career Technical Education) - Animal science,Agriculture,General Education,Full Authorization:Single Subject: AgricultureSpecific Supplementary Auth: Animal ScienceSpecialist Instruction Credential: AgricultureLimited Authorization:Supplementary Auth: AgricultureIntro Supplementary Auth: Introductory Agriculture,
9400-05,Agriculture (Non-Career Technical Education) - Forestry,Agriculture,General Education,Full Authorization:Single Subject: AgricultureSpecific Supplementary Auth: Forestry and HorticultureSpecialist Instruction Credential: AgricultureLimited Authorization:Supplementary Auth: AgricultureIntro Supplementary Auth: Introductory Agriculture,
9400-06,Agriculture (Non-Career Technical Education) - Horticulture and Landscaping,Agriculture,General Education,Full Authorization:Single Subject: AgricultureSpecific Supplementary Auth: Forestry and Horticulture; Ornamental HorticultureSpecialist Instruction Credential: AgricultureLimited Authorization:Supplementary Auth: AgricultureIntro Supplementary Auth: Introductory Agriculture,
9400-07,Agriculture (Non-Career Technical Education) - Plant science,Agriculture,General Education,Full Authorization:Single Subject: AgricultureSpecific Supplementary Auth: Plant ScienceSpecific Subject Matter Auth: Plant ScienceSpecialist Instruction Credential: AgricultureLimited Authorization:Supplementary Auth: AgricultureIntro Supplementary Auth: Introductory Agriculture,
9500,Exploratory Work Experience Education (EWEE),Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9501,General Work Experience Education (GWEE),Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9502,CTE Work Experience Education (CTWEE),Elective,Career Technical Education,Full Authorization:CTE credential in any of the currently-issued industry sectorsSingle Subject*: Industrial and Technology Education; Agriculture; Home Economics; Business,*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
9600,Cambridge Pre-Advanced Accounting (IGCSE) 0452,Business,General Education,Full Authorization:Single Subject: BusinessSpecific Supplementary Auth: Accounting including FinanceLimited Authorization:Supplementary Auth: BusinessIntro Supplementary Auth: Introductory Business,
9601,Cambridge Pre-Advanced World Languages,World Languages,General Education,"Full Authorization:Single Subject or Specific Supplementary Auth: Foreign language aligned with language of instructionLimited Authorization:Supplementary Auth, Intro Supplementary Auth, or Intro Subject Matter Auth: Foreign language aligned with language of instruction",Languages for which the Commission does not issue a credential will be checked against requirements of Title 5 80005(b).
9602,Cambridge Pre-Advanced Art Design (IGCSE) 0400,Art,General Education,Full Authorization:Single Subject: ArtLimited Authorization:Supplementary Auth: ArtIntro Supplementary Auth: Introductory ArtIntro Subject Matter Auth: Introductory Art,
9603,Cambridge Pre-Advanced Biology (IGCSE) 0610,Science,General Education,Full Authorization:Single Subject: Science: Biological SciencesSpecific Supplementary Auth: Biological ScienceSpecific Subject Matter Auth: Biological ScienceLimited Authorization:Supplementary Auth: ScienceIntro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9604,Cambridge Pre-Advanced Business Studies (IGCSE) 0450,Business,General Education,Full Authorization:Single Subject: BusinessLimited Authorization:Supplementary Auth: BusinessIntro Supplementary Auth: Introductory Business,
9605,Cambridge Pre-Advanced Chemistry (IGCSE) 0620,Science,General Education,Full Authorization:Single Subject: Science: ChemistrySpecific Supplementary Auth: ChemistrySpecific Subject Matter Auth: Chemistry,
9606,Cambridge Pre-Advanced Computer Science (IGCSE) 0478,Computer Science,General Education,Full Authorization:Single Subject: Business; Mathematics; Industrial and Technology EducationSpecific Supplementary Auth: Computer ScienceLimited Authorization:Supplementary Auth: Business; Computer Science; Industrial ArtsIntro Supplementary Auth: Introductory Business; Introductory Computer Science; Introductory Industrial Arts,
9607,Cambridge Pre-Advanced Design Technology (IGCSE) 0445,Industrial and Technology Education,General Education,Full Authorization:Single Subject:  Industrial and Technology EducationLimited Authorization:Supplementary Auth: Industrial ArtsIntro Supplementary Auth: Introductory Industrial Arts,
9608,Cambridge Pre-Advanced Drama (IGCSE) 0411,Theatre,General Education,Full Authorization:Single Subject: Art; TheaterSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: TheaterIntro Supplementary Auth: Introductory TheaterIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9609,Cambridge Pre-Advanced Economics (IGCSE) 0455,Social Science,General Education,Full Authorization:Single Subject: Business; Social ScienceSpecific Supplementary Auth: Economics; Economics and Consumer EducationSpecific Subject Matter Auth: Economics (social science)Limited Authorization:Supplementary Auth: Business; Social ScienceIntro Supplementary Auth: Introductory Business; Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9610,Cambridge Pre-Advanced First Language,World Languages,General Education,"Full Authorization:Single Subject or Specific Supplementary Auth: Foreign language aligned with language of instructionLimited Authorization:Supplementary Auth, Intro Supplementary Auth, or Intro Subject Matter Auth: Foreign language aligned with language of instruction",Languages for which the Commission does not issue a credential will be checked against requirements of Title 5 80005(b).
9611,Cambridge Pre-Advanced Literature,English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: LiteratureSpecific Subject Matter Auth: LiteratureLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9612,Cambridge Pre-Advanced Environmental Management (IGCSE) 0680,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: GeosciencesLimited Authorization:Supplementary Auth: ScienceIntro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9613,Cambridge Pre-Advanced Food and Nutrition (IGCSE) 0648,Health,General Education,Full Authorization:Single Subject: Health Science; Home EconomicsSpecific Supplementary Auth: Food and Nutrition (Home Economics)Limited Authorization:Supplementary Auth: Health Science; Home EconomicsIntro Supplementary Auth: Introductory Health Science; Introductory Home Economics,
9614,Cambridge Pre-Advanced Geography (IGCSE) 0460,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: GeographySpecific Subject Matter Auth: GeographyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9615,Cambridge Pre-Advanced Global Perspectives (IGCSE) 0457,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9616,Cambridge Pre-Advanced History (IGCSE) 0470,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9617,Cambridge Pre-Advanced Information Communication Technology (IGCSE) 0417,Computer Science,General Education,Full Authorization:Single Subject: Business; Mathematics; Industrial and Technology EducationSpecific Supplementary Auth: Computer ScienceLimited Authorization:Supplementary Auth: Business; Computer Science; Industrial ArtsIntro Supplementary Auth: Introductory Business; Introductory Computer Science; Introductory Industrial Arts,
9618,Cambridge Pre-Advanced Mathematics 1 (IGCSE) 0580,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9619,Cambridge Pre-Advanced Mathematics 2 (IGCSE) 0580,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9620,Cambridge Pre-Advanced Additional Mathematics (IGCSE) 0606,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9621,Cambridge Pre-Advanced International Mathematics (IGCSE) 0607,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9622,Cambridge Pre-Advanced Music (IGCSE) 0410,Music,General Education,Full Authorization:Single Subject: MusicLimited Authorization:Supplementary Auth: MusicIntro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9623,Cambridge Pre-Advanced Physical Education (IGCSE) 0413,Physical Education,General Education,Full Authorization:Single Subject: Physical EducationLimited Authorization:Supplementary Auth: Physical EducationIntro Supplementary Auth: Introductory Physical Education,
9624,Cambridge Pre-Advanced Physics (IGCSE) 0625,Science,General Education,Full Authorization:Single Subject: Science: PhysicsSpecific Supplementary Auth: PhysicsSpecific Subject Matter Auth: Physics,
9625,Cambridge Pre-Advanced Combined Science (IGCSE) 0653,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: PhysicsLimited Authorization:Single Subject: Foundational- Level General Science*Supplementary Auth: ScienceIntro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,*Foundational- Level General Science is limited to grades K-8
9626,Cambridge Pre-Advanced Co-ordinated Science 1 (IGCSE) 0654,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: PhysicsLimited Authorization:Single Subject: Foundational- Level General Science*Supplementary Auth: ScienceIntro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,*Foundational- Level General Science is limited to grades K-8
9627,Cambridge Pre-Advanced Co-ordinated Science 2 (IGCSE) 0654,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: Chemistry; Science: PhysicsLimited Authorization:Single Subject: Foundational- Level General Science*Supplementary Auth: ScienceIntro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,*Foundational- Level General Science is limited to grades K-8
9628,Cambridge Pre-Advanced Sociology (IGCSE) 0495,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: SociologyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9629,Cambridge Pre-Advanced Travel &amp; Tourism (IGCSE) 0471,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9630,Cambridge Pre-Advanced World Literature (IGCSE) 0408,English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: LiteratureSpecific Subject Matter Auth: LiteratureLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9631,Cambridge Advanced Accounting (AS Level) 9706,Business,General Education,Full Authorization:Single Subject: BusinessSpecific Supplementary Auth: Accounting including FinanceLimited Authorization:Supplementary Auth: BusinessIntro Supplementary Auth: Introductory Business,
9632,Cambridge Advanced Accounting (A Level) 9706,Business,General Education,Full Authorization:Single Subject: BusinessSpecific Supplementary Auth: Accounting including FinanceLimited Authorization:Supplementary Auth: BusinessIntro Supplementary Auth: Introductory Business,
9633,Cambridge Advanced Art and Design (AS Level) 9479,Art,General Education,Full Authorization:Single Subject: ArtLimited Authorization:Supplementary Auth: ArtIntro Supplementary Auth: Introductory ArtIntro Subject Matter Auth: Introductory Art,
9634,Cambridge Advanced Art and Design (A Level) 9479,Art,General Education,Full Authorization:Single Subject: ArtLimited Authorization:Supplementary Auth: ArtIntro Supplementary Auth: Introductory ArtIntro Subject Matter Auth: Introductory Art,
9635,Cambridge Advanced Biology (AS Level) 9700,Science,General Education,Full Authorization:Single Subject: Science: Biological SciencesSpecific Supplementary Auth: Biological ScienceSpecific Subject Matter Auth: Biological ScienceLimited Authorization:Supplementary Auth: ScienceIntro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9636,Cambridge Advanced Biology (A Level) 9700,Science,General Education,Full Authorization:Single Subject: Science: Biological SciencesSpecific Supplementary Auth: Biological ScienceSpecific Subject Matter Auth: Biological ScienceLimited Authorization:Supplementary Auth: ScienceIntro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9637,Cambridge Advanced Business (AS Level) 9609,Business,General Education,Full Authorization:Single Subject: BusinessLimited Authorization:Supplementary Auth: BusinessIntro Supplementary Auth: Introductory Business,
9638,Cambridge Advanced Business (A Level) 9609,Business,General Education,Full Authorization:Single Subject: BusinessLimited Authorization:Supplementary Auth: BusinessIntro Supplementary Auth: Introductory Business,
9639,Cambridge Advanced Chemistry (AS Level) 9701,Science,General Education,Full Authorization:Single Subject: Science: ChemistrySpecific Supplementary Auth: ChemistrySpecific Subject Matter Auth: Chemistry,
9640,Cambridge Advanced Chemistry (A Level) 9701,Science,General Education,Full Authorization:Single Subject: Science: ChemistrySpecific Supplementary Auth: ChemistrySpecific Subject Matter Auth: Chemistry,
9641,Cambridge Advanced Classical Studies (AS Level) 9274,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9642,Cambridge Advanced Classical Studies (A Level) 9274,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
