Course Code,Course Title,Broad Subject,Setting,Credentials Authorizing Course,Notes
9268,Advanced Placement (AP) Calculus AB,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9273,College Credit Course - Mathematics,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: Mathematics,
9274,Pre-Calculus and Trigonometry,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9275,Integrated Mathematics IA,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9276,Integrated Mathematics IB,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9277,Compacted Middle School Math,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9278,Compacted High School Math,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9279,Pre-AP Algebra I,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9280,Math Reasoning with Connections (MRWC),Mathematics,General Education,Full Authorization:Single Subject: Mathematics,
9281,International Baccalaureate (IB)  Mathematics: analysis and approaches SL,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9282,International Baccalaureate (IB) Mathematics: analysis and approaches HL,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9283,International Baccalaureate (IB) Mathematics: applications and interpretation SL,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9284,International Baccalaureate (IB) Mathematics: applications and interpretation HL,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9285,International Baccalaureate Middle Years Programme (IB MYP) Numbers,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9286,International Baccalaureate Middle Years Programme (IB MYP) Statistics and Probability,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9290,Music General/ Classroom/ Exploratory (Departmentalized K-8),Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Supplementary Auth: MusicIntro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9291-01,Music - Instrumental (Performance Based) - Band,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9291-02,Music - Instrumental (Performance Based) - Guitar,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9291-03,Music - Instrumental (Performance Based) - Ensemble,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9291-04,Music - Instrumental (Performance Based) - Orchestra/ Symphony,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9291-05,Music - Instrumental (Performance Based) - Piano,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9291-06,Music - Instrumental (Performance Based) - Music Lessons,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9291-07,Music - Instrumental (Performance Based) - Marching Band,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9291-08,Music - Instrumental (Performance Based) - Color Guard,Music,General Education,Full Authorization:Single Subject: Music; Physical EducationSpecific Supplementary Auth: Instrumental Music; DanceSpecific Subject Matter Auth: Instrumental Music; DanceLimited Authorization:Supplementary Auth: Physical EducationIntro Supplementary Auth: Introductory Music; Introductory Physical EducationIntro Subject Matter Auth: Introductory Music,
9291-N/A,Music - Instrumental (Performance Based) - Multiple or Not Applicable,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9292-01,Music - Instrumental (Non-Performance Based) - Band,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9292-02,Music - Instrumental (Non-Performance Based) - Guitar,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9292-03,Music - Instrumental (Non-Performance Based) - Ensemble,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
9292-04,Music - Instrumental (Non-Performance Based) - Orchestra/ Symphony,Music,General Education,Full Authorization:Single Subject: MusicSpecific Supplementary Auth: Instrumental MusicSpecific Subject Matter Auth: Instrumental MusicLimited Authorization:Intro Supplementary Auth: Introductory MusicIntro Subject Matter Auth: Introductory Music,
